fullname,abbr,issn,category,rank,ccf-rank,分区,Top 期刊
Psychotherapy and Psychosomatics,PSYCHOTHER PSYCHOSOM,0033-3190,医学,B,,1,是
Radiographics,RADIOGRAPHICS,0271-5333,医学,B,,1,是
Radiology,RADIOLOGY,0033-8419,医学,B,,1,是
Radiotherapy and Oncology,RADIOTHER ONCOL,0167-8140,医学,B,,2,是
Resuscitation,RESUSCITATION,0300-9572,医学,B,,1,是
Schizophrenia Bulletin,SCHIZOPHRENIA BULL,0586-7614,医学,B,,1,是
Seminars in Cancer Biology,SEMIN CANCER BIOL,1044-579X,医学,B,,2,是
Signal Transduction and Targeted Therapy,SIGNAL TRANSDUCT TAR,2095-9907,医学,B,,1,是
Sleep Medicine Reviews,SLEEP MED REV,1087-0792,医学,B,,1,是
Sports Medicine,SPORTS MED,0112-1642,医学,B,,1,是
Stem Cells Translational Medicine,STEM CELL TRANSL MED,2157-6564,医学,B,,2,否
Stroke,STROKE,0039-2499,医学,B,,1,是
Theranostics,THERANOSTICS,1838-7640,医学,B,,1,是
Thorax,THORAX,0040-6376,医学,B,,1,是
Translational Lung Cancer Research,TRANSL LUNG CANCER R,2218-6751,医学,B,,3,否
Translational Psychiatry,TRANSL PSYCHIAT,2158-3188,医学,B,,2,是
Translational Stroke Research,TRANSL STROKE RES,1868-4483,医学,B,,2,否
Trends in Endocrinology and Metabolism,TRENDS ENDOCRIN MET,1043-2760,医学,B,,1,是
Trends in Immunology,TRENDS IMMUNOL,1471-4906,医学,B,,2,否
Trends in Molecular Medicine,TRENDS MOL MED,1471-4914,医学,B,,1,是
Trends in Neurosciences,TRENDS NEUROSCI,0166-2236,医学,B,,1,是
Trends in Parasitology,TRENDS PARASITOL,1471-4922,医学,B,,2,否
Trends in Pharmacological Sciences,TRENDS PHARMACOL SCI,0165-6147,医学,B,,1,是
Ultrasound in Obstetrics & Gynecology,ULTRASOUND OBST GYN,0960-7692,医学,B,,1,是
Value in Health,VALUE HEALTH,1098-3015,医学,B,,2,否
Annual Review of Clinical Psychology,ANNU REV CLIN PSYCHO,1548-5943,心理学,B,,1,是
Annual Review of Psychology,ANNU REV PSYCHOL,0066-4308,心理学,B,,1,是
Behavioral and Brain Sciences,BEHAV BRAIN SCI,0140-525X,心理学,B,,1,是
Cognitive Psychology,COGNITIVE PSYCHOL,0010-0285,心理学,B,,1,是
Journal of Memory and Language,J MEM LANG,0749-596X,心理学,B,,2,否
Neuropsychology Review,NEUROPSYCHOL REV,1040-7308,心理学,B,,1,是
Neuroscience and Biobehavioral Reviews,NEUROSCI BIOBEHAV R,0149-7634,心理学,B,,1,是
Psychological Review,PSYCHOL REV,0033-295X,心理学,B,,1,是
Trends in Cognitive Sciences,TRENDS COGN SCI,1364-6613,心理学,B,,1,是
ACS Photonics,ACS PHOTONICS,2330-4022,物理与天体物理,B,,1,是
Advances in Optics and Photonics,ADV OPT PHOTONICS,1943-8206,物理与天体物理,B,,1,是
Advances in Physics,ADV PHYS,0001-8732,物理与天体物理,B,,1,是
Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,1947-5454,物理与天体物理,B,,2,否
Applied Physics Letters,APPL PHYS LETT,0003-6951,物理与天体物理,B,,2,否
Applied Physics Reviews,APPL PHYS REV,1931-9401,物理与天体物理,B,,2,是
Astronomy and Astrophysics Review,ASTRON ASTROPHYS REV,0935-4956,物理与天体物理,B,,1,是
Atomic Data and Nuclear Data Tables,ATOM DATA NUCL DATA,0092-640X,物理与天体物理,B,,2,否
Chinese Physics C,CHINESE PHYS C,1674-1137,物理与天体物理,B,,2,否
Journal of High Energy Physics,J HIGH ENERGY PHYS,1029-8479,物理与天体物理,B,,2,是
Laser & Photonics Reviews,LASER PHOTONICS REV,1863-8880,物理与天体物理,B,,1,是
Light-Science & Applications,LIGHT-SCI APPL,2047-7538,物理与天体物理,B,,1,是
NPJ Quantum Information,NPJ QUANTUM INFORM,2056-6387,物理与天体物理,B,,1,是
Nuclear Fusion,NUCL FUSION,0029-5515,物理与天体物理,B,,1,是
Optica,OPTICA,2334-2536,物理与天体物理,B,,1,是
Photonics Research,PHOTONICS RES,2327-9125,物理与天体物理,B,,1,是
Physical Review A,PHYS REV A,2469-9926,物理与天体物理,B,,2,否
Physical Review B,PHYS REV B,2469-9950,物理与天体物理,B,,2,否
Physical Review D,PHYS REV D,2470-0010,物理与天体物理,B,,2,否
Physical Review X,PHYS REV X,2160-3308,物理与天体物理,B,,1,是
Plasma Sources Science & Technology,PLASMA SOURCES SCI T,0963-0252,物理与天体物理,B,,2,否
Reports on Progress in Physics,REP PROG PHYS,0034-4885,物理与天体物理,B,,2,否
Optics Express,OPT EXPRESS,1094-4087,物理与天体物理,B,,2,否
Optics Letters,OPT LETT,0146-9592,物理与天体物理,B,,2,否
Physical Review C,PHYS REV C,2469-9985,物理与天体物理,B,,2,否
Acta Numerica,ACTA NUMER,0962-4929,数学,B,,1,是
Advances in Mathematics,ADV MATH,0001-8708,数学,B,,1,是
Advances in Nonlinear Analysis,ADV NONLINEAR ANAL,2191-9496,数学,B,,1,是
American Journal of Mathematics,AM J MATH,0002-9327,数学,B,,1,是
Analysis & PDE,ANAL PDE,1948-206X,数学,B,,1,是
Annals of Probability,ANN PROBAB,0091-1798,数学,B,,1,是
Annales Scientifiques de L Ecole Normale Superieure,ANN SCI ECOLE NORM S,0012-9593,数学,B,,1,是
Annals of Statistics,ANN STAT,0090-5364,数学,B,,1,是
Annual Review of Statistics and Its Application,ANNU REV STAT APPL,2326-8298,数学,B,,1,是
Archive for Rational Mechanics and Analysis,ARCH RATION MECH AN,0003-9527,数学,B,,1,是
Bulletin of Mathematical Sciences,B MATH SCI,1664-3607,数学,B,,2,否
Communications in Nonlinear Science and Numerical Simulation,COMMUN NONLINEAR SCI,1007-5704,数学,B,,2,否
Communications on Pure and Applied Mathematics,COMMUN PUR APPL MATH,0010-3640,数学,B,,1,是
Compositio Mathematica,COMPOS MATH,0010-437X,数学,B,,1,是
Duke Mathematical Journal,DUKE MATH J,0012-7094,数学,B,,1,是
Forum of Mathematics Pi,FORUM MATH PI,2050-5086,数学,B,,1,是
Forum of Mathematics Sigma,FORUM MATH SIGMA,2050-5094,数学,B,,2,是
Fuzzy Sets and Systems,FUZZY SET SYST,0165-0114,数学,B,C,1,是
Geometric and Functional Analysis,GEOM FUNCT ANAL,1016-443X,数学,B,,1,是
Geometry & Topology,GEOM TOPOL,1465-3060,数学,B,,1,是
Journal of Algebraic Geometry,J ALGEBRAIC GEOM,1056-3911,数学,B,,2,否
Journal of Differential Equations,J DIFFER EQUATIONS,0022-0396,数学,B,,1,是
Journal of Differential Geometry,J DIFFER GEOM,0022-040X,数学,B,,1,是
Journal of the European Mathematical Society,J EUR MATH SOC,1435-9855,数学,B,,1,是
Journal of Functional Analysis,J FUNCT ANAL,0022-1236,数学,B,,1,是
Journal of Mathematical Logic,J MATH LOG,0219-0613,数学,B,,1,是
Journal de Mathematiques Pures et Appliquees,J MATH PURE APPL,0021-7824,数学,B,,1,是
Journal of the Royal Statistical Society Series B- Statistical Methodology,J R STAT SOC B,1369-7412,数学,B,,1,是
Journal Fur Die Reine und Angewandte Mathematik,J REINE ANGEW MATH,0075-4102,数学,B,,1,是
Journal of Topology,J TOPOL,1753-8416,数学,B,,2,否
Mathematische Annalen,MATH ANN,0025-5831,数学,B,,2,否
Mathematical Models & Methods in Applied Sciences,MATH MOD METH APPL S,0218-2025,数学,B,,1,是
Mathematical Programming,MATH PROGRAM,0025-5610,数学,B,,2,是
Memoirs of the American Mathematical Society,MEM AM MATH SOC,0065-9266,数学,B,,2,否
Proceedings of the London Mathematical Society,P LOND MATH SOC,0024-6115,数学,B,,1,是
Probability Theory and Related Fields,PROBAB THEORY REL,0178-8051,数学,B,,2,是
Publications Mathematiques de L IHES,PUBL MATH-PARIS,0073-8301,数学,B,,1,是
Representation Theory,REPRESENT THEOR,1088-4165,数学,B,,3,否
Science China-Mathematics,SCI CHINA MATH,1674-7283,数学,B,,1,是
SIAM Journal on Control and Optimization,SIAM J CONTROL OPTIM,0363-0129,数学,B,,2,否
SIAM Journal on Numerical Analysis,SIAM J NUMER ANAL,0036-1429,数学,B,,1,是
SIAM Journal on Optimization,SIAM J OPTIMIZ,1052-6234,数学,B,,2,是
SIAM Review,SIAM REV,0036-1445,数学,B,,1,是
Aging Cell,AGING CELL,1474-9718,生物学,B,,1,是
American Journal of Human Genetics,AM J HUM GENET,0002-9297,生物学,B,,1,是
Annual Review of Biophysics,ANNU REV BIOPHYS,1936-122X,生物学,B,,1,是
Annual Review of Cell and Developmental Biology,ANNU REV CELL DEV BI,1081-0706,生物学,B,,1,是
Annual Review of Ecology Evolution and Systematics,ANNU REV ECOL EVOL S,1543-592X,生物学,B,,1,是
Annual Review of Genetics,ANNU REV GENET,0066-4197,生物学,B,,1,是
Annual Review of Microbiology,ANNU REV MICROBIOL,0066-4227,生物学,B,,1,是
Annual Review of Plant Biology,ANNU REV PLANT BIOL,1543-5008,生物学,B,,1,是
Biological Reviews,BIOL REV,1464-7931,生物学,B,,1,是
Bioscience,BIOSCIENCE,0006-3568,生物学,B,,1,是
Cell Chemical Biology,CELL CHEM BIOL,2451-9448,生物学,B,,1,是
Cell Death and Differentiation,CELL DEATH DIFFER,1350-9047,生物学,B,,1,是
Cell Reports,CELL REP,2211-1247,生物学,B,,1,是
Cell Systems,CELL SYST,2405-4712,生物学,B,,1,是
Cladistics,CLADISTICS,0748-3007,生物学,B,,1,是
Current Biology,CURR BIOL,0960-9822,生物学,B,,1,是
Current Opinion in Plant Biology,CURR OPIN PLANT BIOL,1369-5266,生物学,B,,2,否
Current Zoology,CURR ZOOL,1674-5507,生物学,B,,3,否
Developmental Cell,DEV CELL,1534-5807,生物学,B,,1,是
Elife,ELIFE,2050-084X,生物学,B,,1,是
EMBO Journal,EMBO J,0261-4189,生物学,B,,1,是
EMBO Reports,EMBO REP,1469-221X,生物学,B,,1,是
Evolutionary Applications,EVOL APPL,1752-4571,生物学,B,,2,是
FEMS Microbiology Reviews,FEMS MICROBIOL REV,0168-6445,生物学,B,,1,是
Fungal Diversity,FUNGAL DIVERS,1560-2745,生物学,B,,1,是
Genes & Development,GENE DEV,0890-9369,生物学,B,,1,是
Genomics Proteomics & Bioinformatics,GENOM PROTEOM BIOINF,1672-0229,生物学,B,,2,否
Genome Biology,GENOME BIOL,1474-760X,生物学,B,,1,是
Genome Research,GENOME RES,1088-9051,生物学,B,,1,是
IMA Fungus,IMA FUNGUS,2210-6340,生物学,B,,1,是
Integrative Zoology,INTEGR ZOOL,1749-4877,生物学,B,,1,是
Journal of Cell Biology,J CELL BIOL,0021-9525,生物学,B,,1,是
Journal of Integrative Plant Biology,J INTEGR PLANT BIOL,1672-9072,生物学,B,,1,是
Journal of Systematics and Evolution,J SYST EVOL,1674-4918,生物学,B,,2,否
Matrix Biology,MATRIX BIOL,0945-053X,生物学,B,,1,是
Mbio,MBIO,2150-7511,生物学,B,,2,是
Microbiology and Molecular Biology Reviews,MICROBIOL MOL BIOL R,1092-2172,生物学,B,,2,否
Microbiome,MICROBIOME,2049-2618,生物学,B,,1,是
Molecular Biology and Evolution,MOL BIOL EVOL,0737-4038,生物学,B,,1,是
Molecular Cell,MOL CELL,1097-2765,生物学,B,,1,是
Molecular Ecology,MOL ECOL,0962-1083,生物学,B,,1,是
Molecular Ecology Resources,MOL ECOL RESOUR,1755-098X,生物学,B,,1,是
Molecular Phylogenetics and Evolution,MOL PHYLOGENET EVOL,1055-7903,生物学,B,,1,是
Molecular Plant,MOL PLANT,1674-2052,生物学,B,,1,是
Molecular Systems Biology,MOL SYST BIOL,1744-4292,生物学,B,,1,是
New Phytologist,NEW PHYTOL,0028-646X,生物学,B,,1,是
NPJ Biofilms and Microbiomes,NPJ BIOFILMS MICROBI,2055-5008,生物学,B,,1,是
Nucleic Acids Research,NUCLEIC ACIDS RES,0305-1048,生物学,B,,2,是
Persoonia,PERSOONIA,0031-5850,生物学,B,,1,是
Physics of Life Reviews,PHYS LIFE REV,1571-0645,生物学,B,,1,是
Plant Cell,PLANT CELL,1040-4651,生物学,B,,1,是
Plant Cell and Environment,PLANT CELL ENVIRON,0140-7791,生物学,B,,1,是
Plant Journal,PLANT J,0960-7412,生物学,B,,1,是
Plant Physiology,PLANT PHYSIOL,0032-0889,生物学,B,,1,是
PLOS Biology,PLOS BIOL,1544-9173,生物学,B,,1,是
PLOS Genetics,PLOS GENET,1553-7404,生物学,B,,2,是
Protein & Cell,PROTEIN CELL,1674-800X,生物学,B,,1,是
Redox Biology,REDOX BIOL,2213-2317,生物学,B,,1,是
Science China-Life Sciences,SCI CHINA LIFE SCI,1674-7305,生物学,B,,1,是
Studies in Mycology,STUD MYCOL,0166-0616,生物学,B,,1,是
Systematic Biology,SYST BIOL,1063-5157,生物学,B,,1,是
Trends in Biochemical Sciences,TRENDS BIOCHEM SCI,0968-0004,生物学,B,,1,是
Trends in Cell Biology,TRENDS CELL BIOL,0962-8924,生物学,B,,1,是
Trends in Ecology & Evolution,TRENDS ECOL EVOL,0169-5347,生物学,B,,1,是
Trends in Genetics,TRENDS GENET,0168-9525,生物学,B,,1,是
Trends in Microbiology,TRENDS MICROBIOL,0966-842X,生物学,B,,1,是
Trends in Plant Science,TRENDS PLANT SCI,1360-1385,生物学,B,,1,是
American Journal of Bioethics,AM J BIOETHICS,1526-5161,人文科学,B,,1,是
Archive for History of Exact Sciences,ARCH HIST EXACT SCI,0003-9519,人文科学,B,,2,否
BMC Medical Ethics,BMC MED ETHICS,1472-6939,人文科学,B,,1,是
Osiris,OSIRIS,0369-7827,人文科学,B,,2,否
Agriculture Ecosystems & Environment,AGR ECOSYST ENVIRON,0167-8809,农林科学,B,,1,是
Agricultural and Forest Meteorology,AGR FOREST METEOROL,0168-1923,农林科学,B,,1,是
Agricultural Systems,AGR SYST,0308-521X,农林科学,B,,1,是
Agricultural Water Management,AGR WATER MANAGE,0378-3774,农林科学,B,,1,是
Animal Feed Science and Technology,ANIM FEED SCI TECH,0377-8401,农林科学,B,,2,否
Annual Review of Animal Biosciences,ANNU REV ANIM BIOSCI,2165-8102,农林科学,B,,1,是
Annual Review of Entomology,ANNU REV ENTOMOL,0066-4170,农林科学,B,,1,是
Annual Review of Food Science and Technology,ANNU REV FOOD SCI T,1941-1413,农林科学,B,,1,是
Annual Review of Phytopathology,ANNU REV PHYTOPATHOL,0066-4286,农林科学,B,,1,是
Aquaculture,AQUACULTURE,0044-8486,农林科学,B,,2,是
Biology and Fertility of Soils,BIOL FERT SOILS,0178-2762,农林科学,B,,2,否
Catena,CATENA,0341-8162,农林科学,B,,1,是
Comprehensive Reviews in Food Science and Food Safety,COMPR REV FOOD SCI F,1541-4337,农林科学,B,,1,是
Crop Journal,CROP J,2095-5421,农林科学,B,,1,是
Current Opinion in Insect Science,CURR OPIN INSECT SCI,2214-5745,农林科学,B,,1,是
Equine Veterinary Journal,EQUINE VET J,0425-1644,农林科学,B,,2,否
European Journal of Agronomy,EUR J AGRON,1161-0301,农林科学,B,,1,是
Field Crops Research,FIELD CROP RES,0378-4290,农林科学,B,,1,是
Fish and Fisheries,FISH FISH,1467-2960,农林科学,B,,1,是
Fisheries Oceanography,FISH OCEANOGR,1054-6006,农林科学,B,,3,否
Fish & Shellfish Immunology,FISH SHELLFISH IMMUN,1050-4648,农林科学,B,,2,是
Food Chemistry,FOOD CHEM,0308-8146,农林科学,B,,1,是
Food Control,FOOD CONTROL,0956-7135,农林科学,B,,1,是
Food Hydrocolloids,FOOD HYDROCOLLOID,0268-005X,农林科学,B,,1,是
Food Microbiology,FOOD MICROBIOL,0740-0020,农林科学,B,,1,是
Food Policy,FOOD POLICY,0306-9192,农林科学,B,,1,是
Food Quality and Preference,FOOD QUAL PREFER,0950-3293,农林科学,B,,1,是
Forest Ecology and Management,FOREST ECOL MANAG,0378-1127,农林科学,B,,2,是
Forest Policy and Economics,FOREST POLICY ECON,1389-9341,农林科学,B,,1,是
Geoderma,GEODERMA,0016-7061,农林科学,B,,1,是
Global Food Security-Agriculture Policy Economics and Environment,GLOB FOOD SECUR-AGR,2211-9124,农林科学,B,,1,是
Horticulture Research,HORTIC RES-ENGLAND,2052-7276/2662-6810,农林科学,B,,,
ICES Journal of Marine Science,ICES J MAR SCI,1054-3139,农林科学,B,,2,是
Industrial Crops and Products,IND CROP PROD,0926-6690,农林科学,B,,1,是
Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,1466-8564,农林科学,B,,1,是
Insect Science,INSECT SCI,1672-9609,农林科学,B,,1,是
International Journal of Food Microbiology,INT J FOOD MICROBIOL,0168-1605,农林科学,B,,1,是
Journal of Agricultural and Food Chemistry,J AGR FOOD CHEM,0021-8561,农林科学,B,,1,是
Journal of Agronomy and Crop Science,J AGRON CROP SCI,0931-2250,农林科学,B,,2,否
Journal of Animal Science and Biotechnology,J ANIM SCI BIOTECHNO,2049-1891,农林科学,B,,1,是
Journal of Dairy Science,J DAIRY SCI,0022-0302,农林科学,B,,1,是
Journal of Food Engineering,J FOOD ENG,0260-8774,农林科学,B,,2,是
Journal of Pest Science,J PEST SCI,1612-4758,农林科学,B,,1,是
Land Degradation & Development,LAND DEGRAD DEV,1085-3278,农林科学,B,,2,否
LWT-Food Science and Technology,LWT-FOOD SCI TECHNOL,0023-6438,农林科学,B,,1,是
Meat Science,MEAT SCI,0309-1740,农林科学,B,,1,是
Molecular Plant Pathology,MOL PLANT PATHOL,1464-6722,农林科学,B,,1,是
Pest Management Science,PEST MANAG SCI,1526-498X,农林科学,B,,1,是
Phytopathology,PHYTOPATHOLOGY,0031-949X,农林科学,B,,2,否
Postharvest Biology and Technology,POSTHARVEST BIOL TEC,0925-5214,农林科学,B,,1,是
Reviews in Aquaculture,REV AQUACULT,1753-5123,农林科学,B,,1,是
Reviews in Fish Biology and Fisheries,REV FISH BIOL FISHER,0960-3166,农林科学,B,,1,是
Rice,RICE,1939-8425,农林科学,B,,1,是
Soil Biology & Biochemistry,SOIL BIOL BIOCHEM,0038-0717,农林科学,B,,1,是
Soil & Tillage Research,SOIL TILL RES,0167-1987,农林科学,B,,1,是
Systematic Entomology,SYST ENTOMOL,0307-6970,农林科学,B,,1,是
Theoretical and Applied Genetics,THEOR APPL GENET,0040-5752,农林科学,B,,1,是
Tree Physiology,TREE PHYSIOL,0829-318X,农林科学,B,,2,是
Trends in Food Science & Technology,TRENDS FOOD SCI TECH,0924-2244,农林科学,B,,1,是
Veterinary Microbiology,VET MICROBIOL,0378-1135,农林科学,B,,2,否
Weed Science,WEED SCI,0043-1745,农林科学,B,,2,否
Econometrica,ECONOMETRICA,0012-9682,经济学,B,,1,是
Academic Medicine,ACAD MED,1040-2446,教育学,B,,1,是
Anatomical Sciences Education,ANAT SCI EDUC,1935-9772,教育学,B,,2,是
Computers & Education,COMPUT EDUC,0360-1315,教育学,B,,1,是
Medical Education,MED EDUC,0308-0110,教育学,B,,1,是
Studies in Science Education,STUD SCI EDUC,0305-7267,教育学,B,,1,是
ACM Computing Surveys,ACM COMPUT SURV,0360-0300,计算机科学,B,,1,是
ACM Transactions on Graphics,ACM T GRAPHIC,0730-0301,计算机科学,B,A,1,是
Applied Soft Computing,APPL SOFT COMPUT,1568-4946,计算机科学,B,,2,是
Automatica,AUTOMATICA,0005-1098,计算机科学,B,,2,否
Empirical Software Engineering,EMPIR SOFTW ENG,1382-3256,计算机科学,B,B,2,否
Foundations and Trends in Information Retrieval,FOUND TRENDS INF RET,1554-0669,计算机科学,B,,1,是
Future Generation Computer Systems-The International Journal of Escience,FUTURE GENER COMP SY,0167-739X,计算机科学,B,C,2,否
IEEE Communications Magazine,IEEE COMMUN MAG,0163-6804,计算机科学,B,,2,否
IEEE Control Systems Magazine,IEEE CONTR SYST MAG,1066-033X,计算机科学,B,,3,否
IEEE Internet of Things Journal,IEEE INTERNET THINGS,2327-4662,计算机科学,B,C,2,是
IEEE Journal on Selected Areas in Communications,IEEE J SEL AREA COMM,0733-8716,计算机科学,B,A,1,是
IEEE Network,IEEE NETWORK,0890-8044,计算机科学,B,,3,否
IEEE Transactions on Antennas and Propagation,IEEE T ANTENN PROPAG,0018-926X,计算机科学,B,,1,是
IEEE Transactions on Communications,IEEE T COMMUN,0090-6778,计算机科学,B,B,2,是
IEEE Transactions on Cybernetics,IEEE T CYBERNETICS,2168-2267,计算机科学,B,B,1,是
IEEE Transactions on Dependable and Secure Computing,IEEE T DEPEND SECURE,1545-5971,计算机科学,B,A,2,是
IEEE Transactions on Evolutionary Computation,IEEE T EVOLUT COMPUT,1089-778X,计算机科学,B,B,1,是
IEEE Transactions on Fuzzy Systems,IEEE T FUZZY SYST,1063-6706,计算机科学,B,B,1,是
IEEE Transactions on Image Processing,IEEE T IMAGE PROCESS,1057-7149,计算机科学,B,A,1,是
IEEE Transactions on Industrial Electronics,IEEE T IND ELECTRON,0278-0046,计算机科学,B,,1,是
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,1551-3203,计算机科学,B,C,1,是
IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,1556-6013,计算机科学,B,A,1,是
IEEE Transactions on Knowledge and Data Engineering,IEEE T KNOWL DATA EN,1041-4347,计算机科学,B,A,1,是
IEEE Transactions on Multimedia,IEEE T MULTIMEDIA,1520-9210,计算机科学,B,A,1,是
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,2162-237X,计算机科学,B,B,1,是
IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE T PATTERN ANAL,0162-8828,计算机科学,B,A,1,是
IEEE Transactions on Robotics,IEEE T ROBOT,1552-3098,计算机科学,B,B,1,是
IEEE Transactions on Software Engineering,IEEE T SOFTWARE ENG,0098-5589,计算机科学,B,A,1,是
IEEE Transactions on Systems Man Cybernetics-Systems,IEEE T SYST MAN CY-S,2168-2216,计算机科学,B,B,1,是
IEEE Transactions on Visualization and Computer Graphics,IEEE T VIS COMPUT GR,1077-2626,计算机科学,B,A,2,是
IEEE Transactions on Wireless Communications,IEEE T WIREL COMMUN,1536-1276,计算机科学,B,B,1,是
IEEE Wireless Communications,IEEE WIREL COMMUN,1536-1284,计算机科学,B,,2,否
IEEE-ASME Transactions on Mechatronics,IEEE-ASME T MECH,1083-4435,计算机科学,B,,1,是
Information Fusion,INFORM FUSION,1566-2535,计算机科学,B,,1,是
Information Processing & Management,INFORM PROCESS MANAG,0306-4573,计算机科学,B,B,1,是
Information Sciences,INFORM SCIENCES,0020-0255,计算机科学,B,B,2,否
International Journal of Intelligent Systems,INT J INTELL SYST,0884-8173,计算机科学,B,C,3,否
International Journal of Neural Systems,INT J NEURAL SYST,0129-0657,计算机科学,B,C,1,是
International Journal of Robotics Research,INT J ROBOT RES,0278-3649,计算机科学,B,,2,否
Integrated Computer-Aided Engineering,INTEGR COMPUT-AID E,1069-2509,计算机科学,B,,2,否
Journal of the ACM,J ACM,0004-5411,计算机科学,B,A,2,否
Knowledge-Based Systems,KNOWL-BASED SYST,0950-7051,计算机科学,B,C,1,是
